class	GO_CC	lig_vol
Saccharolipid	cytosol [GO:0005829]	609.8
Saccharolipid	cytoplasm [GO:0005737]	609.8
Saccharolipid	cytosol [GO:0005829]	672.61
Saccharolipid	cytoplasm [GO:0005737]	672.61
Saccharolipid	cytosol [GO:0005829]	530.73
Saccharolipid	cytoplasm [GO:0005737]	530.73
Saccharolipid	cytoplasm [GO:0005737]	416.5
Saccharolipid	extrinsic component of plasma membrane [GO:0019897]	416.5
Saccharolipid	cytoplasm [GO:0005737]	389.69
Saccharolipid	outer membrane [GO:0019867]	394.29
Saccharolipid	cell outer membrane [GO:0009279]	394.29
Saccharolipid	extracellular exosome [GO:0070062]	467.86
Saccharolipid	cytosol [GO:0005829]	467.86
Saccharolipid	extracellular exosome [GO:0070062]	491.88
Saccharolipid	cytosol [GO:0005829]	491.88
Saccharolipid	extracellular exosome [GO:0070062]	441.59
Saccharolipid	cytosol [GO:0005829]	441.59
Saccharolipid	extracellular exosome [GO:0070062]	392.82
Saccharolipid	cytosol [GO:0005829]	392.82
Saccharolipid	extracellular exosome [GO:0070062]	304.85
Saccharolipid	cytosol [GO:0005829]	304.85
Saccharolipid	extracellular exosome [GO:0070062]	395.84
Saccharolipid	cytosol [GO:0005829]	395.84
Saccharolipid	cytosol [GO:0005829]	358.52
Saccharolipid	plasma membrane [GO:0005886]	358.52
Saccharolipid	nucleoplasm [GO:0005654]	358.52
Saccharolipid	cytosol [GO:0005829]	463.17
Saccharolipid	plasma membrane [GO:0005886]	463.17
Saccharolipid	nucleoplasm [GO:0005654]	463.17
Saccharolipid	tertiary granule membrane [GO:0070821]	578.78
Saccharolipid	nucleoplasm [GO:0005654]	578.78
Saccharolipid	plasma membrane [GO:0005886]	578.78
Saccharolipid	peroxisome [GO:0005777]	578.78
Saccharolipid	specific granule membrane [GO:0035579]	578.78
Saccharolipid	external side of plasma membrane [GO:0009897]	578.78
Saccharolipid	cell surface [GO:0009986]	578.78
Saccharolipid	Golgi apparatus [GO:0005794]	578.78
Saccharolipid	tertiary granule membrane [GO:0070821]	539.19
Saccharolipid	nucleoplasm [GO:0005654]	539.19
Saccharolipid	plasma membrane [GO:0005886]	539.19
Saccharolipid	peroxisome [GO:0005777]	539.19
Saccharolipid	specific granule membrane [GO:0035579]	539.19
Saccharolipid	external side of plasma membrane [GO:0009897]	539.19
Saccharolipid	cell surface [GO:0009986]	539.19
Saccharolipid	Golgi apparatus [GO:0005794]	539.19
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	2064.89
Saccharolipid	cell outer membrane [GO:0009279]	2064.89
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	2102.69
Saccharolipid	cell outer membrane [GO:0009279]	2102.69
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	1941.27
Saccharolipid	cell outer membrane [GO:0009279]	1941.27
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	2116.8
Saccharolipid	cell outer membrane [GO:0009279]	2116.8
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	1923.72
Saccharolipid	cell outer membrane [GO:0009279]	1923.72
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	2372.57
Saccharolipid	cell outer membrane [GO:0009279]	2372.57
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	1953.29
Saccharolipid	cell outer membrane [GO:0009279]	1953.29
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	1885.03
Saccharolipid	cell outer membrane [GO:0009279]	1885.03
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	1965.5
Saccharolipid	cell outer membrane [GO:0009279]	1965.5
Saccharolipid	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]	2280.72
Saccharolipid	cell outer membrane [GO:0009279]	2280.72
