class	GO_CC	lig_vol
Sterol	centriole [GO:0005814]	434.0
Sterol	9+0 non-motile cilium [GO:0097731]	434.0
Sterol	late endosome [GO:0005770]	434.0
Sterol	endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]	434.0
Sterol	mitochondrion [GO:0005739]	350.18
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	350.18
Sterol	mitochondrial respirasome [GO:0005746]	350.18
Sterol	respiratory chain complex IV [GO:0045277]	350.18
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	336.06
Sterol	respiratory chain complex IV [GO:0045277]	336.06
Sterol	protein-containing complex [GO:0032991]	211.74
Sterol	cytosol [GO:0005829]	211.74
Sterol	nucleoplasm [GO:0005654]	211.74
Sterol	plasma membrane [GO:0005886]	211.74
Sterol	nuclear speck [GO:0016607]	211.74
Sterol	chromatin [GO:0000785]	211.74
Sterol	nucleus [GO:0005634]	211.74
Sterol	cytoplasm [GO:0005737]	211.74
Sterol	cytoplasm [GO:0005737]	248.72
Sterol	apical plasma membrane [GO:0016324]	404.57
Sterol	mitochondrial membrane [GO:0031966]	404.57
Sterol	external side of apical plasma membrane [GO:0098591]	404.57
Sterol	nucleoplasm [GO:0005654]	404.57
Sterol	plasma membrane [GO:0005886]	404.57
Sterol	brush border membrane [GO:0031526]	404.57
Sterol	membrane raft [GO:0045121]	404.57
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	275.65
Sterol	respiratory chain complex IV [GO:0045277]	275.65
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	275.65
Sterol	respiratory chain complex IV [GO:0045277]	275.65
Sterol	cytosol [GO:0005829]	252.54
Sterol	nucleoplasm [GO:0005654]	252.54
Sterol	cytoskeleton [GO:0005856]	252.54
Sterol	nucleus [GO:0005634]	252.54
Sterol	cytoplasm [GO:0005737]	252.54
Sterol	cytosol [GO:0005829]	322.32
Sterol	nucleoplasm [GO:0005654]	322.32
Sterol	endoplasmic reticulum membrane [GO:0005789]	322.32
Sterol	receptor complex [GO:0043235]	322.32
Sterol	chromatin [GO:0000785]	322.32
Sterol	cytoplasm [GO:0005737]	304.58
Sterol	membrane [GO:0016020]	260.8
Sterol	intracellular membrane-bounded organelle [GO:0043231]	260.8
Sterol	endoplasmic reticulum membrane [GO:0005789]	260.8
Sterol	collagen-containing extracellular matrix [GO:0062023]	267.79
Sterol	secretory granule lumen [GO:0034774]	267.79
Sterol	azurophil granule lumen [GO:0035578]	267.79
Sterol	extracellular exosome [GO:0070062]	267.79
Sterol	blood microparticle [GO:0072562]	267.79
Sterol	platelet alpha granule lumen [GO:0031093]	267.79
Sterol	extracellular region [GO:0005576]	267.79
Sterol	extracellular space [GO:0005615]	267.79
Sterol	nucleus [GO:0005634]	267.79
Sterol	respiratory chain complex IV [GO:0045277]	326.45
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	326.45
Sterol	respiratory chain complex IV [GO:0045277]	326.45
Sterol	mitochondrial respiratory chain complex IV [GO:0005751]	326.45
Sterol	membrane [GO:0016020]	344.88
Sterol	proton-transporting V-type ATPase complex [GO:0033176]	344.88
Sterol	vacuolar proton-transporting V-type ATPase, V0 domain [GO:0000220]	344.88
Sterol	transmembrane transporter complex [GO:1902495]	344.88
Sterol	synaptic vesicle membrane [GO:0030672]	344.88
Sterol	synaptic vesicle [GO:0008021]	344.88
Sterol	clathrin-coated vesicle membrane [GO:0030665]	344.88
Sterol	recycling endosome [GO:0055037]	347.56
Sterol	endosome [GO:0005768]	347.56
Sterol	Golgi membrane [GO:0000139]	347.56
Sterol	plasma membrane [GO:0005886]	347.56
Sterol	endoplasmic reticulum membrane [GO:0005789]	347.56
Sterol	mitochondrion [GO:0005739]	347.56
Sterol	external side of plasma membrane [GO:0009897]	347.56
Sterol	Golgi apparatus [GO:0005794]	347.56
Sterol	postsynaptic membrane [GO:0045211]	423.4
Sterol	acetylcholine-gated channel complex [GO:0005892]	423.4
Sterol	postsynaptic membrane [GO:0045211]	356.4
Sterol	acetylcholine-gated channel complex [GO:0005892]	356.4
Sterol	mitochondrial inner membrane [GO:0005743]	323.7
Sterol	respiratory chain complex IV [GO:0045277]	323.7
Sterol	endoplasmic reticulum membrane [GO:0005789]	363.24
Sterol	membrane [GO:0016020]	343.74
Sterol	membrane [GO:0016020]	373.29
Sterol	proton-transporting V-type ATPase complex [GO:0033176]	373.29
Sterol	vacuolar proton-transporting V-type ATPase, V0 domain [GO:0000220]	373.29
Sterol	transmembrane transporter complex [GO:1902495]	373.29
Sterol	synaptic vesicle membrane [GO:0030672]	373.29
Sterol	synaptic vesicle [GO:0008021]	373.29
Sterol	clathrin-coated vesicle membrane [GO:0030665]	373.29
Sterol	recycling endosome [GO:0055037]	351.64
Sterol	endosome [GO:0005768]	351.64
Sterol	clathrin-coated pit [GO:0005905]	351.64
Sterol	early endosome [GO:0005769]	351.64
Sterol	intracellular membrane-bounded organelle [GO:0043231]	351.64
Sterol	plasma membrane [GO:0005886]	351.64
Sterol	external side of plasma membrane [GO:0009897]	351.64
Sterol	cell surface [GO:0009986]	351.64
