class	hydrophobicity_score
Glycerophospholipid	53.5
Glycerophospholipid	59.78
Glycerophospholipid	29.83
Glycerophospholipid	32.0
Glycerophospholipid	62.67
Glycerophospholipid	53.23
Glycerophospholipid	74.83
Glycerophospholipid	58.43
Glycerophospholipid	0.0
Glycerophospholipid	45.2
Glycerophospholipid	18.33
Glycerophospholipid	59.8
Glycerophospholipid	55.62
Glycerophospholipid	62.6
Glycerophospholipid	38.0
Glycerophospholipid	51.0
Glycerophospholipid	18.0
Glycerophospholipid	42.4
Glycerophospholipid	23.6
Glycerophospholipid	24.97
Glycerophospholipid	76.0
Glycerophospholipid	48.91
Glycerophospholipid	0.0
Glycerophospholipid	70.6
Glycerophospholipid	59.69
Glycerophospholipid	31.43
Glycerophospholipid	60.8
Glycerophospholipid	40.2
Glycerophospholipid	59.11
Glycerophospholipid	43.57
Glycerophospholipid	57.88
Glycerophospholipid	66.27
Glycerophospholipid	20.25
Glycerophospholipid	63.31
Glycerophospholipid	57.57
Glycerophospholipid	40.36
Glycerophospholipid	39.4
Glycerophospholipid	57.5
Glycerophospholipid	43.38
Glycerophospholipid	70.54
Glycerophospholipid	41.08
Glycerophospholipid	56.0
Glycerophospholipid	98.5
Glycerophospholipid	58.92
Glycerophospholipid	63.43
Glycerophospholipid	27.5
Glycerophospholipid	61.07
Glycerophospholipid	18.0
Glycerophospholipid	65.76
Glycerophospholipid	91.47
Glycerophospholipid	58.31
Glycerophospholipid	43.57
Glycerophospholipid	66.67
Glycerophospholipid	79.55
Glycerophospholipid	64.7
Glycerophospholipid	54.07
Glycerophospholipid	56.39
Glycerophospholipid	24.27
Glycerophospholipid	56.75
Glycerophospholipid	48.12
Glycerophospholipid	27.5
Glycerophospholipid	44.11
Glycerophospholipid	17.57
Glycerophospholipid	63.27
Glycerophospholipid	54.0
Glycerophospholipid	25.56
Glycerophospholipid	41.64
Glycerophospholipid	49.19
Glycerophospholipid	0.0
Glycerophospholipid	46.09
Glycerophospholipid	32.2
Glycerophospholipid	61.44
Glycerophospholipid	54.1
Glycerophospholipid	32.18
Glycerophospholipid	68.91
Glycerophospholipid	0.0
Glycerophospholipid	56.67
Glycerophospholipid	80.0
Glycerophospholipid	59.57
Glycerophospholipid	37.43
Glycerophospholipid	32.2
Glycerophospholipid	61.43
Glycerophospholipid	29.77
Glycerophospholipid	44.65
Glycerophospholipid	64.22
Glycerophospholipid	48.92
Glycerophospholipid	50.0
Glycerophospholipid	27.43
Glycerophospholipid	75.0
Glycerophospholipid	28.0
Glycerophospholipid	52.56
Glycerophospholipid	74.4
Glycerophospholipid	63.0
Glycerophospholipid	61.23
Glycerophospholipid	65.89
Glycerophospholipid	18.33
Glycerophospholipid	68.91
Glycerophospholipid	61.79
Glycerophospholipid	97.67
Glycerophospholipid	50.53
Glycerophospholipid	11.88
Glycerophospholipid	58.67
Glycerophospholipid	51.4
Glycerophospholipid	73.2
Glycerophospholipid	28.0
Glycerophospholipid	67.75
Glycerophospholipid	98.5
Glycerophospholipid	78.0
Glycerophospholipid	14.3
Glycerophospholipid	45.27
Glycerophospholipid	47.11
Glycerophospholipid	61.33
Glycerophospholipid	5.75
Glycerophospholipid	43.9
Glycerophospholipid	49.08
Glycerophospholipid	61.23
Glycerophospholipid	78.25
Glycerophospholipid	55.0
Glycerophospholipid	48.5
Glycerophospholipid	47.62
Glycerophospholipid	68.0
Glycerophospholipid	43.93
Glycerophospholipid	74.71
Glycerophospholipid	43.5
Glycerophospholipid	52.0
Glycerophospholipid	51.38
Glycerophospholipid	61.67
Glycerophospholipid	53.75
Glycerophospholipid	29.64
Glycerophospholipid	74.25
Glycerophospholipid	64.22
Glycerophospholipid	41.19
Glycerophospholipid	67.25
Glycerophospholipid	44.46
Glycerophospholipid	53.0
Glycerophospholipid	73.5
Glycerophospholipid	55.62
Glycerophospholipid	59.33
Glycerophospholipid	54.2
Glycerophospholipid	52.0
Glycerophospholipid	45.0
Glycerophospholipid	83.5
Glycerophospholipid	59.08
Glycerophospholipid	-28.0
Glycerophospholipid	24.0
Glycerophospholipid	59.17
Glycerophospholipid	44.5
Glycerophospholipid	48.85
Glycerophospholipid	10.0
Glycerophospholipid	65.33
Glycerophospholipid	56.11
Glycerophospholipid	55.86
Glycerophospholipid	61.0
Glycerophospholipid	66.92
Glycerophospholipid	48.33
Glycerophospholipid	32.56
Glycerophospholipid	65.21
Glycerophospholipid	41.0
Glycerophospholipid	46.0
Glycerophospholipid	95.43
Glycerophospholipid	62.22
Glycerophospholipid	57.93
Glycerophospholipid	57.31
Glycerophospholipid	51.5
Glycerophospholipid	71.26
Glycerophospholipid	52.8
Glycerophospholipid	15.0
Glycerophospholipid	62.14
Glycerophospholipid	60.0
Glycerophospholipid	67.57
Glycerophospholipid	60.54
Glycerophospholipid	21.67
Glycerophospholipid	84.08
Glycerophospholipid	55.83
Glycerophospholipid	29.75
Glycerophospholipid	57.09
Glycerophospholipid	42.42
Glycerophospholipid	22.0
Glycerophospholipid	-3.18
Glycerophospholipid	92.12
Glycerophospholipid	39.25
Glycerophospholipid	53.0
Glycerophospholipid	39.45
Glycerophospholipid	28.25
Glycerophospholipid	69.59
Glycerophospholipid	69.78
Glycerophospholipid	62.0
Glycerophospholipid	58.0
Glycerophospholipid	40.8
Glycerophospholipid	45.06
Glycerophospholipid	0.0
Glycerophospholipid	33.29
Glycerophospholipid	52.7
Glycerophospholipid	0.0
Glycerophospholipid	55.45
Glycerophospholipid	79.61
Glycerophospholipid	87.6
Glycerophospholipid	55.41
Glycerophospholipid	89.17
Glycerophospholipid	71.25
Glycerophospholipid	57.6
Glycerophospholipid	4.5
Glycerophospholipid	14.71
Glycerophospholipid	28.0
Glycerophospholipid	64.75
Glycerophospholipid	61.38
Glycerophospholipid	65.6
Glycerophospholipid	62.5
Glycerophospholipid	98.0
Glycerophospholipid	83.44
Glycerophospholipid	35.7
Glycerophospholipid	28.2
Glycerophospholipid	43.4
Glycerophospholipid	61.86
Glycerophospholipid	62.22
Glycerophospholipid	43.17
Glycerophospholipid	32.12
Glycerophospholipid	35.62
Glycerophospholipid	60.54
Glycerophospholipid	66.88
Glycerophospholipid	49.33
Glycerophospholipid	58.43
Glycerophospholipid	54.36
Glycerophospholipid	41.14
Glycerophospholipid	44.44
Glycerophospholipid	55.45
Glycerophospholipid	2.0
Glycerophospholipid	46.55
Glycerophospholipid	65.8
Glycerophospholipid	49.71
Glycerophospholipid	51.46
Glycerophospholipid	7.59
Glycerophospholipid	18.33
Glycerophospholipid	12.86
Glycerophospholipid	47.89
Glycerophospholipid	31.73
Glycerophospholipid	43.0
Glycerophospholipid	34.81
Glycerophospholipid	50.26
Glycerophospholipid	47.88
Glycerophospholipid	51.12
Glycerophospholipid	45.12
Glycerophospholipid	33.5
Glycerophospholipid	77.74
Glycerophospholipid	34.62
Glycerophospholipid	0.0
Glycerophospholipid	64.38
Glycerophospholipid	49.36
Glycerophospholipid	26.71
Glycerophospholipid	77.11
Glycerophospholipid	55.86
Glycerophospholipid	30.92
Glycerophospholipid	48.0
Glycerophospholipid	79.45
Glycerophospholipid	91.0
Glycerophospholipid	49.88
Glycerophospholipid	74.87
Glycerophospholipid	36.33
Glycerophospholipid	21.8
Glycerophospholipid	41.42
Glycerophospholipid	51.38
Glycerophospholipid	61.91
Glycerophospholipid	54.36
Glycerophospholipid	65.67
Glycerophospholipid	31.37
Glycerophospholipid	58.41
Glycerophospholipid	59.64
Glycerophospholipid	46.14
Glycerophospholipid	58.43
Glycerophospholipid	0.0
Glycerophospholipid	10.0
Glycerophospholipid	44.5
Glycerophospholipid	45.5
Glycerophospholipid	53.75
Glycerophospholipid	32.08
Glycerophospholipid	61.78
Glycerophospholipid	45.33
Glycerophospholipid	43.36
Glycerophospholipid	25.5
Glycerophospholipid	53.39
Glycerophospholipid	60.8
Glycerophospholipid	47.89
Glycerophospholipid	47.77
Glycerophospholipid	26.27
Glycerophospholipid	42.38
Glycerophospholipid	61.72
Glycerophospholipid	36.2
Glycerophospholipid	0.9
Glycerophospholipid	28.0
Glycerophospholipid	27.75
Glycerophospholipid	58.33
Glycerophospholipid	66.25
Glycerophospholipid	71.14
Glycerophospholipid	35.94
Glycerophospholipid	21.8
Glycerophospholipid	-11.0
Glycerophospholipid	0.0
Glycerophospholipid	23.0
Glycerophospholipid	49.79
Glycerophospholipid	43.78
Glycerophospholipid	42.75
Glycerophospholipid	18.4
Glycerophospholipid	74.5
Glycerophospholipid	99.25
Glycerophospholipid	57.09
Glycerophospholipid	68.4
Glycerophospholipid	90.0
Glycerophospholipid	54.75
Glycerophospholipid	57.25
Glycerophospholipid	27.6
Glycerophospholipid	71.78
Glycerophospholipid	47.73
Glycerophospholipid	47.75
Glycerophospholipid	71.43
Glycerophospholipid	58.71
Glycerophospholipid	43.19
Glycerophospholipid	61.0
Glycerophospholipid	65.9
Glycerophospholipid	63.88
Glycerophospholipid	36.45
Glycerophospholipid	65.95
Glycerophospholipid	65.57
Glycerophospholipid	63.93
Glycerophospholipid	70.0
Glycerophospholipid	50.8
Glycerophospholipid	3.0
Glycerophospholipid	0.0
Glycerophospholipid	17.2
Glycerophospholipid	39.62
Glycerophospholipid	66.44
Glycerophospholipid	60.71
Glycerophospholipid	62.38
Glycerophospholipid	59.17
Glycerophospholipid	38.0
Glycerophospholipid	60.35
Glycerophospholipid	10.0
Glycerophospholipid	61.24
Glycerophospholipid	30.0
Glycerophospholipid	30.25
Glycerophospholipid	39.25
Glycerophospholipid	23.6
Glycerophospholipid	59.45
Glycerophospholipid	47.67
Glycerophospholipid	43.93
Glycerophospholipid	69.57
Glycerophospholipid	46.13
Glycerophospholipid	16.38
Glycerophospholipid	57.12
Glycerophospholipid	49.8
Glycerophospholipid	54.67
Glycerophospholipid	53.39
Glycerophospholipid	7.0
Glycerophospholipid	28.12
Glycerophospholipid	15.4
Glycerophospholipid	59.77
Glycerophospholipid	57.5
Glycerophospholipid	69.8
Glycerophospholipid	39.5
Glycerophospholipid	53.75
Glycerophospholipid	58.75
Glycerophospholipid	61.64
Glycerophospholipid	43.71
Glycerophospholipid	55.77
Glycerophospholipid	-9.0
Glycerophospholipid	10.0
Glycerophospholipid	69.47
Glycerophospholipid	56.54
Glycerophospholipid	65.6
Glycerophospholipid	69.5
Glycerophospholipid	58.0
Glycerophospholipid	41.94
Glycerophospholipid	16.38
Glycerophospholipid	39.8
Glycerophospholipid	0.0
Glycerophospholipid	53.55
Glycerophospholipid	43.25
Glycerophospholipid	30.75
Glycerophospholipid	40.33
Glycerophospholipid	63.0
Glycerophospholipid	83.75
Glycerophospholipid	45.6
Glycerophospholipid	73.53
Glycerophospholipid	29.31
Glycerophospholipid	11.0
Glycerophospholipid	19.73
Glycerophospholipid	35.88
Glycerophospholipid	57.5
Glycerophospholipid	0.0
Glycerophospholipid	47.84
Glycerophospholipid	49.44
Glycerophospholipid	29.18
Glycerophospholipid	54.29
Glycerophospholipid	87.29
Glycerophospholipid	54.1
Glycerophospholipid	38.58
Glycerophospholipid	47.43
Glycerophospholipid	44.0
Glycerophospholipid	63.79
Glycerophospholipid	59.95
Glycerophospholipid	-4.5
Glycerophospholipid	69.5
Glycerophospholipid	43.57
Glycerophospholipid	51.62
Glycerophospholipid	79.55
Glycerophospholipid	54.33
Glycerophospholipid	0.0
Glycerophospholipid	68.33
Glycerophospholipid	59.35
Glycerophospholipid	31.88
Glycerophospholipid	28.22
Glycerophospholipid	47.5
Glycerophospholipid	0.0
Glycerophospholipid	62.31
Glycerophospholipid	53.91
Glycerophospholipid	55.41
Glycerophospholipid	63.79
Glycerophospholipid	46.12
Glycerophospholipid	24.0
Glycerophospholipid	45.67
Glycerophospholipid	62.29
Glycerophospholipid	0.0
Glycerophospholipid	74.0
Glycerophospholipid	63.35
Glycerophospholipid	39.6
Glycerophospholipid	64.17
Glycerophospholipid	59.33
Glycerophospholipid	22.09
Glycerophospholipid	53.8
Glycerophospholipid	52.46
Glycerophospholipid	34.83
Glycerophospholipid	27.88
Glycerophospholipid	43.67
Glycerophospholipid	48.14
Glycerophospholipid	45.0
Glycerophospholipid	44.6
Glycerophospholipid	60.18
Glycerophospholipid	0.0
Glycerophospholipid	80.77
Glycerophospholipid	49.5
Glycerophospholipid	64.33
Glycerophospholipid	45.9
Glycerophospholipid	69.25
Glycerophospholipid	47.64
Glycerophospholipid	41.75
Glycerophospholipid	29.83
Glycerophospholipid	60.47
Glycerophospholipid	70.0
Glycerophospholipid	34.61
Glycerophospholipid	78.67
Glycerophospholipid	-34.0
Glycerophospholipid	53.4
Glycerophospholipid	0.0
Glycerophospholipid	74.83
Glycerophospholipid	55.4
Glycerophospholipid	42.36
Glycerophospholipid	45.27
Glycerophospholipid	74.5
Glycerophospholipid	72.0
Glycerophospholipid	64.6
Glycerophospholipid	34.04
Glycerophospholipid	52.5
Glycerophospholipid	44.9
Glycerophospholipid	45.25
Glycerophospholipid	65.43
Glycerophospholipid	61.86
Glycerophospholipid	63.17
Glycerophospholipid	60.33
Glycerophospholipid	47.0
Glycerophospholipid	48.14
Glycerophospholipid	49.0
Glycerophospholipid	70.67
Glycerophospholipid	56.11
Glycerophospholipid	79.83
Glycerophospholipid	60.75
Glycerophospholipid	34.27
Glycerophospholipid	72.33
Glycerophospholipid	29.33
Glycerophospholipid	-5.0
Glycerophospholipid	71.43
Glycerophospholipid	28.75
Glycerophospholipid	20.8
Glycerophospholipid	52.75
Glycerophospholipid	47.68
Glycerophospholipid	67.4
Glycerophospholipid	50.42
Glycerophospholipid	30.75
Glycerophospholipid	59.77
Glycerophospholipid	0.0
Glycerophospholipid	57.09
Glycerophospholipid	50.88
Glycerophospholipid	63.25
Glycerophospholipid	32.18
Glycerophospholipid	31.73
Glycerophospholipid	0.0
Glycerophospholipid	9.5
Glycerophospholipid	61.64
Glycerophospholipid	57.0
Glycerophospholipid	26.5
Glycerophospholipid	38.47
Glycerophospholipid	75.43
Glycerophospholipid	0.0
Glycerophospholipid	43.21
Glycerophospholipid	28.25
Glycerophospholipid	68.2
Glycerophospholipid	39.86
Glycerophospholipid	0.0
Glycerophospholipid	48.14
Glycerophospholipid	94.17
Glycerophospholipid	65.83
Glycerophospholipid	62.8
Glycerophospholipid	52.67
Glycerophospholipid	68.08
Glycerophospholipid	56.11
Glycerophospholipid	31.0
Glycerophospholipid	53.0
Glycerophospholipid	49.0
Glycerophospholipid	74.17
Glycerophospholipid	43.88
Glycerophospholipid	58.33
Glycerophospholipid	50.75
Glycerophospholipid	55.75
Glycerophospholipid	43.36
Glycerophospholipid	34.2
Glycerophospholipid	-9.33
Glycerophospholipid	48.77
Glycerophospholipid	50.2
Glycerophospholipid	57.5
Glycerophospholipid	50.55
Glycerophospholipid	37.73
Glycerophospholipid	52.93
Glycerophospholipid	59.4
Glycerophospholipid	11.0
Glycerophospholipid	30.33
Glycerophospholipid	66.0
Glycerophospholipid	29.5
Glycerophospholipid	55.14
Glycerophospholipid	40.86
Glycerophospholipid	5.75
Glycerophospholipid	49.83
Glycerophospholipid	47.25
Glycerophospholipid	63.0
Glycerophospholipid	31.43
Glycerophospholipid	62.0
Glycerophospholipid	64.43
Glycerophospholipid	-6.0
Glycerophospholipid	70.82
Glycerophospholipid	30.18
Glycerophospholipid	-5.43
Glycerophospholipid	24.4
Glycerophospholipid	45.13
Glycerophospholipid	53.13
Glycerophospholipid	-13.17
Glycerophospholipid	35.78
Glycerophospholipid	61.82
Glycerophospholipid	52.74
Glycerophospholipid	38.1
Glycerophospholipid	58.33
Glycerophospholipid	38.0
Glycerophospholipid	74.5
Glycerophospholipid	48.44
Glycerophospholipid	39.5
Glycerophospholipid	49.33
Glycerophospholipid	40.67
Glycerophospholipid	64.11
Glycerophospholipid	62.25
Glycerophospholipid	77.8
Glycerophospholipid	38.92
Glycerophospholipid	68.5
Glycerophospholipid	65.79
Glycerophospholipid	72.59
Glycerophospholipid	59.83
Glycerophospholipid	75.44
Glycerophospholipid	38.0
Glycerophospholipid	57.43
Glycerophospholipid	0.0
Glycerophospholipid	57.27
Glycerophospholipid	79.82
Glycerophospholipid	38.17
Glycerophospholipid	46.0
Glycerophospholipid	85.71
Glycerophospholipid	78.5
Glycerophospholipid	14.5
Glycerophospholipid	46.2
Glycerophospholipid	62.0
Glycerophospholipid	26.67
Glycerophospholipid	49.33
Glycerophospholipid	53.29
Glycerophospholipid	43.13
Glycerophospholipid	0.0
Glycerophospholipid	41.44
Glycerophospholipid	23.22
Glycerophospholipid	0.0
Glycerophospholipid	69.64
Glycerophospholipid	57.11
Glycerophospholipid	52.17
Glycerophospholipid	84.75
Glycerophospholipid	43.14
Glycerophospholipid	62.0
Glycerophospholipid	46.2
Glycerophospholipid	50.22
Glycerophospholipid	69.4
Glycerophospholipid	49.0
Glycerophospholipid	41.57
Glycerophospholipid	23.57
Glycerophospholipid	47.0
Glycerophospholipid	39.17
Glycerophospholipid	79.67
Glycerophospholipid	21.29
Glycerophospholipid	65.67
Glycerophospholipid	30.3
Glycerophospholipid	54.0
Glycerophospholipid	28.5
Glycerophospholipid	27.33
Glycerophospholipid	42.55
Glycerophospholipid	51.2
Glycerophospholipid	34.67
Glycerophospholipid	47.61
Glycerophospholipid	59.67
Glycerophospholipid	35.94
Glycerophospholipid	53.71
Glycerophospholipid	9.0
Glycerophospholipid	74.17
Glycerophospholipid	32.91
Glycerophospholipid	55.14
Glycerophospholipid	18.57
Glycerophospholipid	36.2
Glycerophospholipid	83.5
Glycerophospholipid	62.69
Glycerophospholipid	59.39
Glycerophospholipid	50.68
Glycerophospholipid	51.0
Glycerophospholipid	18.65
Glycerophospholipid	78.8
Glycerophospholipid	48.07
Glycerophospholipid	56.7
Glycerophospholipid	28.82
Glycerophospholipid	48.9
Glycerophospholipid	44.9
Glycerophospholipid	28.25
Glycerophospholipid	44.75
Glycerophospholipid	76.0
Glycerophospholipid	78.0
Glycerophospholipid	16.38
Glycerophospholipid	25.83
Glycerophospholipid	88.4
Glycerophospholipid	57.59
Glycerophospholipid	90.74
Glycerophospholipid	68.43
Glycerophospholipid	61.68
Glycerophospholipid	32.0
Glycerophospholipid	57.5
Glycerophospholipid	53.45
Glycerophospholipid	47.48
Glycerophospholipid	31.56
Glycerophospholipid	-24.33
Glycerophospholipid	65.0
Glycerophospholipid	48.14
Glycerophospholipid	77.14
Glycerophospholipid	76.67
Glycerophospholipid	21.4
Glycerophospholipid	0.0
Glycerophospholipid	72.0
Glycerophospholipid	38.67
Glycerophospholipid	26.67
Glycerophospholipid	-8.0
Glycerophospholipid	66.33
Glycerophospholipid	42.6
Glycerophospholipid	0.0
Glycerophospholipid	52.68
Glycerophospholipid	69.5
Glycerophospholipid	34.44
Glycerophospholipid	28.25
Glycerophospholipid	60.75
Glycerophospholipid	32.5
Glycerophospholipid	24.0
Glycerophospholipid	0.2
Glycerophospholipid	49.33
Glycerophospholipid	40.57
Glycerophospholipid	45.23
Glycerophospholipid	61.33
Glycerophospholipid	58.0
Glycerophospholipid	29.67
Glycerophospholipid	48.0
Glycerophospholipid	51.8
Glycerophospholipid	55.62
Glycerophospholipid	53.08
Glycerophospholipid	57.11
Glycerophospholipid	37.22
Glycerophospholipid	10.0
Glycerophospholipid	56.94
Glycerophospholipid	39.45
Glycerophospholipid	59.9
Glycerophospholipid	39.2
Glycerophospholipid	29.71
Glycerophospholipid	30.55
Glycerophospholipid	86.5
Glycerophospholipid	-0.27
Glycerophospholipid	51.28
Glycerophospholipid	72.79
Glycerophospholipid	57.5
Glycerophospholipid	59.75
Glycerophospholipid	57.03
Glycerophospholipid	35.0
Glycerophospholipid	50.88
Glycerophospholipid	49.83
Glycerophospholipid	58.0
Glycerophospholipid	67.43
Glycerophospholipid	61.33
Glycerophospholipid	82.0
Glycerophospholipid	63.62
Glycerophospholipid	74.93
Glycerophospholipid	26.0
Glycerophospholipid	17.0
Glycerophospholipid	80.5
Glycerophospholipid	46.5
Glycerophospholipid	47.75
Glycerophospholipid	47.88
Glycerophospholipid	27.75
Glycerophospholipid	38.67
Glycerophospholipid	55.0
Glycerophospholipid	0.0
Glycerophospholipid	46.61
Glycerophospholipid	43.38
Glycerophospholipid	25.33
Glycerophospholipid	37.21
Glycerophospholipid	52.75
Glycerophospholipid	60.3
Glycerophospholipid	54.46
Glycerophospholipid	82.33
Glycerophospholipid	42.5
Glycerophospholipid	33.42
Glycerophospholipid	33.27
Glycerophospholipid	49.33
Glycerophospholipid	29.0
Glycerophospholipid	68.65
Glycerophospholipid	0.0
Glycerophospholipid	59.65
Glycerophospholipid	65.92
Glycerophospholipid	62.6
Glycerophospholipid	20.25
Glycerophospholipid	52.53
Glycerophospholipid	45.27
Glycerophospholipid	56.17
Glycerophospholipid	59.96
Glycerophospholipid	70.22
Glycerophospholipid	43.22
Glycerophospholipid	71.0
Glycerophospholipid	53.75
Glycerophospholipid	41.67
Glycerophospholipid	51.12
Glycerophospholipid	0.0
Glycerophospholipid	47.5
Glycerophospholipid	58.77
Glycerophospholipid	48.58
Glycerophospholipid	39.36
Glycerophospholipid	54.4
Glycerophospholipid	52.8
Glycerophospholipid	86.0
Glycerophospholipid	46.75
Glycerophospholipid	42.0
Glycerophospholipid	54.12
Glycerophospholipid	98.0
Glycerophospholipid	7.33
Glycerophospholipid	60.87
Glycerophospholipid	31.5
Glycerophospholipid	25.86
Glycerophospholipid	42.5
Glycerophospholipid	38.0
Glycerophospholipid	33.43
Glycerophospholipid	63.74
Glycerophospholipid	56.75
Glycerophospholipid	52.8
Glycerophospholipid	37.21
Glycerophospholipid	43.62
Glycerophospholipid	80.0
Glycerophospholipid	69.4
Glycerophospholipid	16.56
Glycerophospholipid	-23.25
Glycerophospholipid	73.69
Glycerophospholipid	62.14
Glycerophospholipid	41.4
Glycerophospholipid	27.69
Glycerophospholipid	32.62
Glycerophospholipid	22.43
Glycerophospholipid	79.9
Glycerophospholipid	63.38
Glycerophospholipid	14.6
Glycerophospholipid	71.5
Glycerophospholipid	68.17
Glycerophospholipid	34.33
Glycerophospholipid	57.25
Glycerophospholipid	28.8
Glycerophospholipid	45.6
Glycerophospholipid	43.5
Glycerophospholipid	51.43
Glycerophospholipid	36.4
Glycerophospholipid	49.9
Glycerophospholipid	65.73
Glycerophospholipid	61.36
Glycerophospholipid	62.86
Glycerophospholipid	97.67
Glycerophospholipid	68.77
Glycerophospholipid	60.23
Glycerophospholipid	28.13
Glycerophospholipid	51.8
Glycerophospholipid	29.83
Glycerophospholipid	63.25
Glycerophospholipid	81.89
Glycerophospholipid	61.4
Glycerophospholipid	70.46
Glycerophospholipid	40.92
Glycerophospholipid	53.57
Glycerophospholipid	67.64
Glycerophospholipid	34.44
Glycerophospholipid	53.83
Glycerophospholipid	55.26
Glycerophospholipid	51.8
Glycerophospholipid	88.0
Glycerophospholipid	31.6
Glycerophospholipid	45.44
Glycerophospholipid	35.55
Glycerophospholipid	42.8
Glycerophospholipid	49.71
Glycerophospholipid	29.67
Glycerophospholipid	61.65
Glycerophospholipid	44.42
Glycerophospholipid	62.94
Glycerophospholipid	55.92
Glycerophospholipid	73.2
Glycerophospholipid	0.0
Glycerophospholipid	19.25
Glycerophospholipid	32.5
Glycerophospholipid	54.36
Glycerophospholipid	0.0
Glycerophospholipid	53.13
Glycerophospholipid	78.4
Glycerophospholipid	39.25
Glycerophospholipid	42.33
Glycerophospholipid	43.36
Glycerophospholipid	41.17
Glycerophospholipid	50.27
Glycerophospholipid	60.23
Glycerophospholipid	63.6
Glycerophospholipid	52.3
Glycerophospholipid	63.2
Glycerophospholipid	60.83
Glycerophospholipid	45.89
Glycerophospholipid	86.5
Glycerophospholipid	56.75
Glycerophospholipid	4.0
Glycerophospholipid	29.18
Glycerophospholipid	41.78
Glycerophospholipid	57.0
Glycerophospholipid	52.32
Glycerophospholipid	46.0
Glycerophospholipid	38.94
Glycerophospholipid	-8.53
Glycerophospholipid	72.87
Glycerophospholipid	47.86
Glycerophospholipid	52.33
Glycerophospholipid	97.0
Glycerophospholipid	36.11
Glycerophospholipid	51.62
Glycerophospholipid	61.88
Glycerophospholipid	16.0
Glycerophospholipid	62.5
Glycerophospholipid	58.33
Glycerophospholipid	11.0
Glycerophospholipid	67.21
Glycerophospholipid	56.17
Glycerophospholipid	54.5
Glycerophospholipid	59.83
Glycerophospholipid	58.25
Glycerophospholipid	20.05
Glycerophospholipid	52.86
Glycerophospholipid	59.25
Glycerophospholipid	56.0
Glycerophospholipid	49.0
Glycerophospholipid	33.14
Glycerophospholipid	63.38
Glycerophospholipid	85.67
Glycerophospholipid	38.62
Glycerophospholipid	44.83
Glycerophospholipid	75.5
Glycerophospholipid	36.17
Glycerophospholipid	53.8
Glycerophospholipid	0.0
Glycerophospholipid	48.33
Glycerophospholipid	41.45
Glycerophospholipid	54.0
Glycerophospholipid	87.5
Glycerophospholipid	0.0
Glycerophospholipid	51.62
Glycerophospholipid	41.9
Glycerophospholipid	56.67
Glycerophospholipid	91.43
Glycerophospholipid	47.25
Glycerophospholipid	43.25
Glycerophospholipid	64.08
Glycerophospholipid	41.19
Glycerophospholipid	-23.0
Glycerophospholipid	73.82
Glycerophospholipid	60.88
Glycerophospholipid	44.25
Glycerophospholipid	27.87
Glycerophospholipid	60.33
Glycerophospholipid	68.4
Glycerophospholipid	85.67
Glycerophospholipid	46.0
Glycerophospholipid	49.8
Glycerophospholipid	66.14
Glycerophospholipid	69.25
Glycerophospholipid	51.0
Glycerophospholipid	2.83
Glycerophospholipid	66.89
Glycerophospholipid	52.8
Glycerophospholipid	52.22
Glycerophospholipid	56.33
Glycerophospholipid	39.14
Glycerophospholipid	63.0
Glycerophospholipid	71.78
Glycerophospholipid	49.57
Glycerophospholipid	-15.0
Glycerophospholipid	42.0
Glycerophospholipid	48.14
Glycerophospholipid	21.07
Glycerophospholipid	10.0
Glycerophospholipid	35.0
Glycerophospholipid	61.81
Glycerophospholipid	86.0
Glycerophospholipid	84.5
Glycerophospholipid	40.39
Glycerophospholipid	35.21
Glycerophospholipid	27.87
Glycerophospholipid	67.0
Glycerophospholipid	65.67
Glycerophospholipid	60.24
Glycerophospholipid	2.33
Glycerophospholipid	57.78
Glycerophospholipid	34.86
Glycerophospholipid	71.79
Glycerophospholipid	49.71
Glycerophospholipid	7.71
Glycerophospholipid	48.72
Glycerophospholipid	41.83
Glycerophospholipid	65.54
Glycerophospholipid	60.25
Glycerophospholipid	0.0
Glycerophospholipid	47.14
Glycerophospholipid	65.83
Glycerophospholipid	43.93
Glycerophospholipid	62.05
Glycerophospholipid	65.75
Glycerophospholipid	66.4
Glycerophospholipid	41.92
Glycerophospholipid	16.25
Glycerophospholipid	41.5
Glycerophospholipid	63.5
Glycerophospholipid	62.0
Glycerophospholipid	0.0
Glycerophospholipid	37.83
Glycerophospholipid	63.0
Glycerophospholipid	51.0
Glycerophospholipid	67.62
Glycerophospholipid	47.15
Glycerophospholipid	52.27
Glycerophospholipid	42.0
Glycerophospholipid	16.33
Glycerophospholipid	55.41
Glycerophospholipid	21.22
Glycerophospholipid	0.0
Glycerophospholipid	84.6
Glycerophospholipid	18.0
Glycerophospholipid	62.43
Glycerophospholipid	60.86
Glycerophospholipid	56.12
Glycerophospholipid	50.23
Glycerophospholipid	63.0
Glycerophospholipid	0.0
Glycerophospholipid	37.6
Glycerophospholipid	54.39
Glycerophospholipid	78.4
Glycerophospholipid	73.55
Glycerophospholipid	40.67
Glycerophospholipid	47.5
Glycerophospholipid	72.29
Glycerophospholipid	65.21
Glycerophospholipid	12.67
Glycerophospholipid	63.5
Glycerophospholipid	68.62
Glycerophospholipid	49.5
Glycerophospholipid	84.6
Glycerophospholipid	29.83
Glycerophospholipid	62.11
Glycerophospholipid	50.0
Glycerophospholipid	55.62
Glycerophospholipid	72.8
